,Query,Target,Stance,data_type
440,[CLS] @dannohollister @d2243 @breitbartnews it might be time for we the people to declare independence from the federal government! #semst [SEP] ,donald trump,0,testB
441,[CLS] @huffingtonpost he probably does have facts! #semst [SEP] ,donald trump,0,testB
442,[CLS] today & everyday i am proud to be an american. i'm honored to be apart of the best the world has to offer! #4thofjuly #semst [SEP] ,donald trump,0,testB
443,[CLS] @realdonaldtrump notice the @stophillarypac didn't include you probly @karlrove hiding behind a name again #trump #trumpisright #semst [SEP] ,donald trump,0,testB
444,"[CLS] @tuckercarlson #gaymarriage is the ""law of the land"" yet #immigration law is ignored. absurd! #lobotomizedliberals #liberallogic #semst [SEP] ",donald trump,0,testB
445,[CLS] @jver1 @tgradous @lvnancy  i blame her death on the @potus he is directly responsible. he is pathetic. if i were her dad.... #semst [SEP] ,donald trump,0,testB
446,"[CLS] ......and some, i assume, are good people. #semst [SEP] ",donald trump,0,testB
447,[CLS] the more big&rich hates @realdonaldtrump the more little&poor follows him 3103k  @hillaryclinton 3810k #election2016 #hillary2016 #semst [SEP] ,donald trump,0,testB
448,[CLS] @avocadofact only 2% of illegals work farm jobs #semst [SEP] ,donald trump,0,testB
449,[CLS] @deehoer420 that's right. cnn = loser. anyone who has met trump knows he is a down to earth compassionate gentlemanman.  #semst [SEP] ,donald trump,0,testB
450,[CLS] @inspirationguy u r a loser and jealous of me cos i'm rich #trumpwillbetheprezcoswinningisallhedoesunlikeyoulosersalsobanthetacos #semst [SEP] ,donald trump,0,testB
451,[CLS] coming soon to @nbcsports - muslim sports cid:7d8cc0c5-9231-4700-b63e-8cb2e0c1ec6c/22c1780b-c578-4ecd-9be0-ca3901d4eaf6 #semst [SEP] ,donald trump,0,testB
452,[CLS] @realdonaldtrump i know i'm not the only person who can't wait to see your name on the presidential ballot and vote for you! #semst [SEP] ,donald trump,0,testB
453,[CLS] @hohn_jollis better than high-quality h2o farts #semst [SEP] ,donald trump,0,testB
454,"[CLS] @jebbush if the truth offends you, then you're part of the problem! #semst [SEP] ",donald trump,0,testB
455,"[CLS] political policies are reversible, genetics are not. that's why we must defend our borders from the third world.   #semst [SEP] ",donald trump,0,testB
456,[CLS] @braveconwarrior stories like this make think patriots are at the end of the string. all kinds of shit is going to hit fan #semst [SEP] ,donald trump,0,testB
457,[CLS] @jackieaus @gerfingerpoken2 o hired by puppetmasters who put him in our wh w/coup to destroy america. #semst [SEP] ,donald trump,0,testB
458,"[CLS] another reagan the last thing we need! the #fatherofamnesty rewarded 3m criminals, displaced 1.9m in workforce! @dagodfather907 #semst [SEP] ",donald trump,0,testB
459,"[CLS] redscarebot: ""filthy lucre"" rt valera927 the one promise #socialism can keep is keeping us all equally impoverished. #semst [SEP] ",donald trump,0,testB
460,[CLS] it's time for @senate_gops @housegop to start doing their jobs for us citizens and stop giving in to @barackobama #semst [SEP] ,donald trump,0,testB
461,[CLS] @blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot #semst [SEP] ,donald trump,0,testB
462,"[CLS] if greek prime minister alexis tsipras needs advice on emerging from bankruptcy, i'm available #greekreferendum #semst [SEP] ",donald trump,0,testB
463,"[CLS] obama strategy: open our borders to change our culture  fundamental transformation into tijuana!"" #tcot #semst [SEP] ",donald trump,0,testB
464,"[CLS] after the debacle of having passed o-care without reading it, o wants to pass comprehensive immigration in the same way! #semst [SEP] ",donald trump,0,testB
465,[CLS] anybody figure out yet that money don't make you happy #god does....if our politicians would just listen to our lord! #semst [SEP] ,donald trump,0,testB
466,[CLS] what happens first? yellowstone blows or gop prez candidate calls trump racist? #semst [SEP] ,donald trump,0,testB
467,[CLS] lying to justify political correctness is still nothing but a lie.   #teaparty #semst [SEP] ,donald trump,0,testB
468,"[CLS] @realdonaldtrump the thing i like about mr trump is that if he shoots himself in the foot, he can buy another.  #semst [SEP] ",donald trump,0,testB
469,[CLS] @realdonaldtrump @virginia4usa @artistdeedd @howardkurtz we all mr. trump. #usa  #semst [SEP] ,donald trump,0,testB
470,[CLS] @realdonaldtrump you are absolutely right on the border! bush and company are afraid to address it! #makeamericagreatagain #semst [SEP] ,donald trump,0,testB
471,"[CLS] @nbc to #trump: ""how dare you point out that obama causes 1000 girls to be raped every month crossing into usa!""  #ccot #tcot #semst [SEP] ",donald trump,0,testB
472,"[CLS] have you noticed how often the concept of ""living within your means"" is now described as ""ruthless austerity?""#tcot #semst [SEP] ",donald trump,0,testB
473,[CLS] you have to wonder if hillary will attempt to replace #obamacare with #hillarycare. #tcot @realdonaldtrump #semst [SEP] ,donald trump,0,testB
474,[CLS] translation: i do not understand why the republicans don't dismiss him. #republicans #semst [SEP] ,donald trump,0,testB
475,"[CLS] good morning. i wake up on 8 pm, but is 10 pm...  that's only holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree #semst [SEP] ",donald trump,2,testB
476,"[CLS] if you disagree with montel, you are a racist. #semst [SEP] ",donald trump,2,testB
477,"[CLS] please, understand that donald trump mouth is full of shit due to his mexican maid having access to his toothbrush. #semst [SEP] ",donald trump,0,testB
478,[CLS] with his immigration policies pwr drunk #obama is setting himself up 2 b prez of mex when he gets evicted from wh  #tcot #semst [SEP] ,donald trump,2,testB
479,[CLS] you know donald trump is in deep when most neo-conservatives call him out on his bullsh*t speech. #semst [SEP] ,donald trump,0,testB
480,[CLS] americans of all pol parties are trusting you @realdonaldtrump - we know you will put #americafirst and #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
481,"[CLS] white, male, hetero, homeschooler, christian, gun-owner, conservative, pro-life, citizen. things that make a man un-american #semst [SEP] ",donald trump,2,testB
482,"[CLS] really @cnn? you're asking aloud whether a mexican who lives down to a stereotype, validates the stereotype? #immigration #semst [SEP] ",donald trump,2,testB
483,[CLS] who doesn't love @sheriffclarke! a man who doesn't mince words!he's not going to sugarcoat it for you folks! #alllifematters #semst [SEP] ,donald trump,2,testB
484,[CLS] @backatone000 @fatima_madsen this is a tragic outrage #semst [SEP] ,donald trump,2,testB
485,[CLS] @reptomemmer were you able to keep those riff raff constituents in line with rino headquarters --> @gop invasion program? #semst [SEP] ,donald trump,2,testB
486,"[CLS] you can get mooch's lunch, lib indoc, condoms, bc & abortions at schools today; wow, everything but an education. #pjnet #semst [SEP] ",donald trump,2,testB
487,"[CLS] .@ashlandgirl101 @braveheart_usa don't just say ""no"" to killary - work tirelessly to put her in prison - where she belongs. #semst [SEP] ",donald trump,2,testB
488,[CLS] if you condone the #supremecourt's decision on the marriage issue! you might be a liberal!!  #semst [SEP] ,donald trump,2,testB
489,[CLS] i feel like the 2016 presidential race is @realdonaldtrump vs. matropolis ie the machine.    lets defeat the machine #semst [SEP] ,donald trump,1,testB
490,"[CLS] omg - #obama really believes #isis is made up of christians, jews, & muslims. what a moron! #clueless #proudamerican #tcot #semst [SEP] ",donald trump,2,testB
491,[CLS] @toddstarnes the plan is on paper & in pencil. degrade = erase 1 letter at time destroy = throwing the paper away! #semst [SEP] ,donald trump,2,testB
492,[CLS] @standwithcj @ali she a cockroach. #holdtheline cj. there will be others to replace her. #semst [SEP] ,donald trump,2,testB
493,[CLS] @lemurdue77 hey friend. that's not nice  #semst [SEP] ,donald trump,2,testB
494,[CLS] @realdonaldtrump it's crazy how cowardly these big corporations are. i swear i'm campaigning for you !!!!! #semst [SEP] ,donald trump,1,testB
495,[CLS] the donald & carley - perfect together! - #trump #semst [SEP] ,donald trump,1,testB
496,[CLS] the number of crimes committed by illegal aliens in the united states each year should be zero! #semst [SEP] ,donald trump,2,testB
497,[CLS] 25% of mexico has invaded america - & continues to occupy us  yet pos #rino phony #jeb blames #trump for telling the truth! - #semst [SEP] ,donald trump,1,testB
498,[CLS] i've come to the horrid conclusion that conservatives just don't care what the democrats do. #semst [SEP] ,donald trump,2,testB
499,[CLS] @marcorubio @governorperry @grahamblog @mcconnellpress your silence is deafening. #trumpisright #securetheborder #illegalaliens #semst [SEP] ,donald trump,1,testB
500,[CLS] @billgates can you reset my windows 98 password?? #semst [SEP] ,donald trump,2,testB
501,[CLS] @greta trump a joke? ur guest is a fool. better a joke than traitor rinos. it's trump or no one for me. reps betrayed us. #semst [SEP] ,donald trump,1,testB
502,[CLS] @realdonaldtrump @ericbolling gop wants to discredit mr. trump and his reputation clean like diamonds #usa #semst [SEP] ,donald trump,1,testB
503,[CLS] @repgoodlatte a weak response on #kellyfile to obama blame @immigrationgop hit back at obama hard. #hannity #kellyfile #semst [SEP] ,donald trump,2,testB
504,[CLS] @realdonaldtrump everyone is afraid to put a plan on the table for fear they'll be called a racist...america deserves better #semst [SEP] ,donald trump,1,testB
505,[CLS] get the truth from trump! @realdonaldtrump #semst [SEP] ,donald trump,1,testB
506,[CLS] @nachoquesado @kevinsnebula @iconogasmic @anarkitteh @alaindebotton your fired! #yourfired #upwithtrump #semst [SEP] ,donald trump,1,testB
507,[CLS] @ericbolling :).  sorry for the kidding but had to do that.  darn autocorrect.  #semst [SEP] ,donald trump,2,testB
508,"[CLS] @1viperbabe where do these ppl get the idea theycan controlthe ppl,organization,individual,whomever,ppl can't stomp down ppl. #semst [SEP] ",donald trump,2,testB
509,[CLS] greece is our future.  pay attention.  #greekcrisis #semst [SEP] ,donald trump,2,testB
510,[CLS] dick bove joins @ericbolling now to discuss the greece financial crisis. #hannity #semst [SEP] ,donald trump,2,testB
511,[CLS] @realdonaldtrump  just registered to vote today so i can contribute to help #makeamericagreatagain #honesty #semst [SEP] ,donald trump,1,testB
512,[CLS] @realdonaldtrump you are the trump card of my heart. #semst [SEP] ,donald trump,1,testB
513,[CLS] @realdonaldtrump i'm rting every tweet you post! go get em mr. trump- you're reigniting the fire of the american spirit- fight! #semst [SEP] ,donald trump,1,testB
514,"[CLS] @jimgaffigan no truth to the rumor that trump said today ""did i say mexicans? i meant bill cosby."" #cosby #semst [SEP] ",donald trump,2,testB
515,[CLS] is it to early to start wearing shirts and sporting a bumper sticker? #semst [SEP] ,donald trump,2,testB
516,"[CLS] silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot #semst [SEP] ",donald trump,2,testB
517,[CLS] @realdonaldtrump: we have got to take our country back. it's time! win it mr. trump #semst [SEP] ,donald trump,1,testB
518,[CLS] who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #semst [SEP] ,donald trump,0,testB
519,[CLS] maybe #kathrynsteinle should have been wearing a rainbow t-shirt.... the public would be more outraged. #semst [SEP] ,donald trump,2,testB
520,[CLS] @outfrontcnn @cnn u cant lift sanctions & then slap then back on right away. who's that foolish? or deceitful? #irantalks #semst [SEP] ,donald trump,2,testB
521,"[CLS] @realdonaldtrump i feel the truth when mr. trump speaking, people need to understand who really cares about america #semst [SEP] ",donald trump,1,testB
522,[CLS] liberals do not like that @realdonaldtrump is moving up in the polls. #makeamericagreatagain #thegreatwallofmexico #semst [SEP] ,donald trump,1,testB
523,[CLS] @liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if trump gets in!!!:) #semst [SEP] ,donald trump,1,testB
524,[CLS] @lindasuhler the smear campaign from rino headquarters --> @gop  has begun. #semst [SEP] ,donald trump,2,testB
525,[CLS] liberal view of #christianity: interpret the bible like the constitution & keep religion at church. #ccot #tcot #pjnet #nra #semst [SEP] ,donald trump,2,testB
526,[CLS] #obama intervenes on behalf of #greece = hello #drachma  socialism = equality of misery  #tcot #pjnet #semst [SEP] ,donald trump,2,testB
527,[CLS] @jebbush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realdonaldtrump answers to no one! #semst [SEP] ,donald trump,1,testB
528,"[CLS] @realdonaldtrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #semst [SEP] ",donald trump,1,testB
529,"[CLS] donald j. trump, i am voting for you to be our next ""el presidente""! #trumpforpresident #semst [SEP] ",donald trump,1,testB
530,"[CLS] if a liberal brings up immigration, hit em with the ""trump"" card! #trumpforpresident #trump #tcot #semst [SEP] ",donald trump,1,testB
531,[CLS] @dramamiine well you have the right to your opinion and i have the right to not listen to it. have a great day! #semst [SEP] ,donald trump,2,testB
532,[CLS] no wonder they don't listen to us.  it must get awfully loud inside the echo chamber.  @espn @nbc @macys @nascar #semst [SEP] ,donald trump,2,testB
533,[CLS] @realdonaldtrump u talk a big bigoted talk & yet use illegals @ your new dc prop.thank gd u being potus isn't viable! #trumpsucks #semst [SEP] ,donald trump,0,testB
534,"[CLS] are people deaf to the word illegal? i'm all  for legal immigration. need a new label  ""illegal crossings"". take note  #semst [SEP] ",donald trump,2,testB
535,"[CLS] i'm developing my own version of arya's kill list, but for asshole celebrities #billcosby #pauladeen #jaredfromsubway #got #semst [SEP] ",donald trump,2,testB
536,"[CLS] uncommonstate: rt commoncorediva: title 1 funds/title 9 funds, idea funds...all being distorted 2 serve the ccss agenda! #pj... #semst [SEP] ",donald trump,2,testB
537,[CLS] @ophidianpilot @newamericanmag all the congressmen/women should be criticizing the lack of security in this country! #semst [SEP] ,donald trump,2,testB
538,[CLS] @realdonaldtrump making america a nationalism society #semst [SEP] ,donald trump,1,testB
539,[CLS] @realdonaldtrump your directness & honesty has moved you to the top of my list 4 #president2016! #trumptruth #semst [SEP] ,donald trump,1,testB
540,[CLS] muslim community chips in to help rebuild burned down churches #allpeoplematter #globalist/elitesvsthepeople  #semst [SEP] ,donald trump,2,testB
541,[CLS] can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than #semst [SEP] ,donald trump,2,testB
542,[CLS] i get so heated seeing treasonous libtards defending ed snowden. he is a traitor and should be hung. #tcot #tlot #ccot #semst [SEP] ,donald trump,2,testB
543,[CLS] on #education @johnkasich has no clue.. high standards only work if the kids do their work and their parents make sure of it. #semst [SEP] ,donald trump,2,testB
544,[CLS] @realdonaldtrump gonna be on @greta show right now! #greta #trumpisright #semst [SEP] ,donald trump,1,testB
545,[CLS] liberals are winning the battle of the mind by indoctrinating low iq & youth of #america through #msm & social media #semst [SEP] ,donald trump,2,testB
546,"[CLS] @realdonaldtrump let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #semst [SEP] ",donald trump,1,testB
547,[CLS] @realdonaldtrump keep it up trump we love you #makeamericagreatagain #boycottmacys #boycottnbc #semst [SEP] ,donald trump,1,testB
548,[CLS] #greta trump is absolutely on fire right now! he is a good man with a great family. he is the medicine this country needs! #semst [SEP] ,donald trump,1,testB
549,[CLS] angrynidaho: scottgrafradio that's what they want you to believe! #lamestream #chemtrails #tyranny #staywoke #jadehelm #semst [SEP] ,donald trump,2,testB
550,[CLS] greece.... bernie sanders school of economics #greta #semst [SEP] ,donald trump,2,testB
551,[CLS] just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #america #semst [SEP] ,donald trump,0,testB
552,[CLS] @realdonaldtrump  some people just want to be president.  others want to make america great again! #semst [SEP] ,donald trump,1,testB
553,"[CLS] unlike obama, @realdonaldtrump doesn't need a teleprompter.  #semst [SEP] ",donald trump,1,testB
554,"[CLS] @gop if you can not debate trump, you should not be running for president. #backurbase. #semst [SEP] ",donald trump,1,testB
555,[CLS] @goangelo it's obvious macy's and nbc and espn and ... are chokers. #trumpisassclown #semst [SEP] ,donald trump,0,testB
556,[CLS] bow my head  #freechelsea #freehamond #all prisoners of the state!  #semst [SEP] ,donald trump,2,testB
557,"[CLS] #boycott @traveloregon support @sweetcakesbakes if you don't want to bake the cake, you shouldn't be forced to. #freedom #semst [SEP] ",donald trump,2,testB
558,[CLS] @_george_lopez__ says there may be enough american racists to elect trump as president. i think he's right. take back america #semst [SEP] ,donald trump,0,testB
559,[CLS] @realdonaldtrump i hope and pray you get the nomination. america needs a man with a backbone! and one that can't be bought! #semst [SEP] ,donald trump,1,testB
560,[CLS] @radiocop @drlefever low info voters are still clueless to the fundamental transformation obama said he would inflict. #tcot #semst [SEP] ,donald trump,2,testB
561,[CLS] @realdonaldtrump i don't care what @nascar says! i dont care what the liberals at @espn say.. keep speaking the truth!! #semst [SEP] ,donald trump,1,testB
562,"[CLS] @mailandguardian there goes the latino vote, donald dumb!! #semst [SEP] ",donald trump,0,testB
563,[CLS] now coke believes in unicorns along with the libs #wakeupcocacola #tedcruz2016 #therightbrigade #semst [SEP] ,donald trump,2,testB
564,[CLS] the @realdonaldtrump **making two fees instead of one**  we need a winner in the white house again  #makeamericagreatagain !!  #semst [SEP] ,donald trump,1,testB
565,"[CLS] @conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #semst [SEP] ",donald trump,2,testB
566,"[CLS] looks like libreals our after @paula_deen again,,  thank god for @realdonaldtrump #semst [SEP] ",donald trump,1,testB
567,[CLS] the line between innovation and effrontery becomes evident through consequence. #cultureshift #awaken #rise #arisechurch #semst [SEP] ,donald trump,2,testB
568,[CLS] @exjon @bjcowan1970 american companies won't make them anymore #semst [SEP] ,donald trump,2,testB
569,"[CLS] we are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realdonaldtrump #fail #semst [SEP] ",donald trump,0,testB
570,[CLS] @realdonaldtrump is the most repulsive narcissist on the planet. #semst [SEP] ,donald trump,0,testB
571,[CLS] @realdonaldtrump stay the course! you can win! the usa needs your leadership and competence! #semst [SEP] ,donald trump,1,testB
572,[CLS] @rnrlouisiana @willie_mays24 @rnroklahoma  this kind of open defiance is what is needed but on a massive scale #tcot #lnyhbt #semst [SEP] ,donald trump,2,testB
573,[CLS] donald trump is the man of all men #semst [SEP] ,donald trump,1,testB
574,[CLS] @lybr3 @marcatl76 #programmed ppl are so damn stuck on bs! clinton is free walking behind a rope! bars are needed! plz! #semst [SEP] ,donald trump,2,testB
575,[CLS] @governorperry @realdonaldtrump not true perry! don't count on me or anyone in my family for a vote. you need to stop being pc. #semst [SEP] ,donald trump,0,testB
576,[CLS] the left > it's only a law if we like it - it can be ignored if we don't like it.  #semst [SEP] ,donald trump,2,testB
577,[CLS] the .@nyse doesn't just halt all trades ... what's up #grexit #chinameltdown #tcot #nationaldebt #semst [SEP] ,donald trump,2,testB
578,[CLS] the gift that keeps on giving. #makeitstop #semst [SEP] ,donald trump,0,testB
579,[CLS] @realdonaldtrump you have the heart of a lion! let's make america great again! #semst [SEP] ,donald trump,1,testB
580,"[CLS] yo democrats, #nyse halted-down. just another ""crisis"". what ya gonna do to not let it go to waste???????????????  #semst [SEP] ",donald trump,2,testB
581,[CLS] @realdonaldtrump  we want trump! we want trump! we want trump!!! #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
582,"[CLS] @gloriaallred is a media whore, but i'm rooting for her and her clients against 'alleged' drug-rapist #billcosby #tcot #semst [SEP] ",donald trump,2,testB
583,[CLS] people who judge trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #semst [SEP] ,donald trump,1,testB
584,[CLS] @foxbusiness i would have to say that #nyse would never admit a hack. #semst [SEP] ,donald trump,2,testB
585,[CLS] rt veriphile: follow #patriot -->  theresamurrano.  thanks for following!!  #truth #liberty #justice #2a #prolife #istandwit... #semst [SEP] ,donald trump,2,testB
586,[CLS] @nbcnews political correctness is killing the country! the don is telling the truth! #semst [SEP] ,donald trump,1,testB
587,[CLS] i want to know @realdonaldtrump's thoughts on the #nyse issue. #finance #semst [SEP] ,donald trump,2,testB
588,[CLS] #extremistprogressives are so #focused on their #agenda that they believe a #inanimate #flagkills but #multitimedeporteesdont #semst [SEP] ,donald trump,2,testB
589,[CLS] @realdonaldtrump just want to say thank you for not pandering to the pc police! #richforareason #nofear #semst [SEP] ,donald trump,1,testB
590,"[CLS] @realdonaldtrump a man who isn't afraid to speak the truth is a man who i'll vote for! take it home, mr. trump! #futurepresident #semst [SEP] ",donald trump,1,testB
591,[CLS] @suzieqt154320: just curious do you follow @hahnamerica or @montel_williams? #semst [SEP] ,donald trump,2,testB
592,"[CLS] @billkristol gop, dems & media are all scared of trump. i am thoroughly enjoying the hand-wringing and hysterical name calling. #semst [SEP] ",donald trump,1,testB
593,"[CLS] wow quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc #semst [SEP] ",donald trump,2,testB
594,[CLS] #trump is ruining a party quicker than the police! #gop #semst [SEP] ,donald trump,0,testB
595,[CLS] @whitewolf2226 @mjgranger1 @burdenofreedom that's right i agree w/u girl #semst [SEP] ,donald trump,2,testB
596,"[CLS] @msnbc @chefjoseandres good riddance to bad rubbish, #semst [SEP] ",donald trump,2,testB
597,[CLS] @hillaryclinton lies again she was subpoenaed! she violated law etc! #rednationrising #semst [SEP] ,donald trump,2,testB
598,[CLS] @chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! cruz knows what is it! #semst [SEP] ,donald trump,2,testB
599,"[CLS] @veriphile; just curious, do you follow @montel_williams? #semst [SEP] ",donald trump,2,testB
600,[CLS] republicans. the party that rewards racial hatred and bigotry with a front-runner status for the presidential nomination. #semst [SEP] ,donald trump,0,testB
601,[CLS] @realdonaldtrump illegal immigration is finally on the agenda because of you! thank you for speaking truth! #semst [SEP] ,donald trump,1,testB
602,[CLS] @erinburnett #cnn why would it hurt @realdonaldtrump to say some illegal imms rape? @john_walsh just said it's true @outfrontcnn #semst [SEP] ,donald trump,1,testB
603,[CLS] he was getting divorced & filing bankruptcies @robin182zz #trump #bankrupt #election2016 #semst [SEP] ,donald trump,0,testB
604,[CLS] get over to #cnn #ac360 @realdonaldtrump going live in minutes.  #semst [SEP] ,donald trump,2,testB
605,[CLS] @businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #semst [SEP] ,donald trump,2,testB
606,"[CLS] @weknowwhatsbest white parents warn their kids about cops too: ""if you're stopped by cops, be respectful & do what they say. #semst [SEP] ",donald trump,2,testB
607,[CLS] blessed is the nation whose god is lord. psalm 33:12 #semst [SEP] ,donald trump,2,testB
608,[CLS] @ac360 @ananavarro @andersoncooper #ac360 heck yeah bomb the crap out of #iraq & send in pros to run oil fields! @realdonaldtrump #semst [SEP] ,donald trump,1,testB
609,[CLS] trump's comments show he cannot be taken seriously. the fact he's polling high shows the party should not be taken seriously. #semst [SEP] ,donald trump,0,testB
610,[CLS] @andersoncooper #ac360 @ac360 @ananavarro < why is your hispanic latino ass saying @realdonaldtrump said disgraceful things? #semst [SEP] ,donald trump,1,testB
611,[CLS] donald trump please shut the eff up forever! to think i liked your men's suits at macy's! you suck! #andersoncooper #cnn #semst [SEP] ,donald trump,0,testB
612,[CLS] @andersoncooper #ac360 @ac360 @ananavarro <why are you latino-hispanic defending #latino #hispanic rapists? @realdonaldtrump #semst [SEP] ,donald trump,2,testB
613,[CLS] @rnrwestvirginia @rednationrising please go away pataki. #semst [SEP] ,donald trump,2,testB
614,"[CLS] if you live in a trump building, congratulations on that decision #semst [SEP] ",donald trump,1,testB
615,"[CLS] donald trump has me ""l-ing my a o.""  this dude is nuts i highly recommend watching the #cnn interview.  he is entertaining.  #semst [SEP] ",donald trump,0,testB
616,[CLS] i'm fonald frump and everybody thinks you're an idiot.forpresident #semst [SEP] ,donald trump,0,testB
617,[CLS] will be watching @ac360 again tomorrow to watch @realdonaldtrump interview continuation. #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
618,"[CLS] making matters worse, nbc canceling apprentice replacing with mind of mencia reruns #comedycentral #nbc #semst [SEP] ",donald trump,2,testB
619,[CLS] .@realdonaldtrump is the real deal folks. he tells the truth. get used to it! #semst [SEP] ,donald trump,1,testB
620,[CLS] after every @realdonaldtrump interview i watch i get more pumped up for november 2016 when this country can be made great again. #semst [SEP] ,donald trump,1,testB
621,[CLS] @sbrenn01 @marklevinshow what diversity? conservatives are racist. i am one. i love trump. #semst [SEP] ,donald trump,1,testB
622,"[CLS] ,@realdonaldtrump trumps presidential dreams r about as real as kimjonguns unicorns. #semst [SEP] ",donald trump,0,testB
623,[CLS] @realdonaldtrump is the only candidate with balls!!!!! #semst [SEP] ,donald trump,1,testB
624,[CLS] hey montel: shut the fuck up! how does that grab you? #semst [SEP] ,donald trump,2,testB
625,"[CLS] @montel_williams , ex 2bit talk show host, talking shit about @realdonaldtrump . fuck off montel!! @cnn. #semst [SEP] ",donald trump,1,testB
626,[CLS] why is the media giving the donald so much airtime?the guy evades questions just like any other politician.disaster. gop trouble #semst [SEP] ,donald trump,0,testB
627,[CLS] @meetthepress @ron_fournier @realdonaldtrump typical liberal media. trump has now evolved. he is now non mexican pro life. #semst [SEP] ,donald trump,0,testB
628,[CLS] @ewdolan #doubleblindjepordy what is you keep my wife out of the gop primary and i'll keep your wives out of it too!  #bam! #semst [SEP] ,donald trump,2,testB
629,[CLS] no you see donald trump was saying mexican immigrants are all *rappists* like with the hip hop y'all  #trump #semst [SEP] ,donald trump,1,testB
630,[CLS] people: donald trump is a man who can lead this country into the future. #semst [SEP] ,donald trump,1,testB
631,[CLS] what are your favorite conservative blog sites and why?  #tcot #rednationrising #culturalrot #semst [SEP] ,donald trump,2,testB
632,"[CLS] @realdonaldtrump they may be dumping you now, but when you're president they'll be begging for your business. #semst [SEP] ",donald trump,1,testB
633,[CLS] @realdonaldtrump don't let the @gop tell you how to run!  #america doesn't need another politician.  #makeamericagreatagain only #semst [SEP] ,donald trump,1,testB
634,"[CLS] @realdonaldtrump you have our backs, and we have yours. you have my vote. boycotting anyone who opposes your patriotism. we need #semst [SEP] ",donald trump,1,testB
635,"[CLS] would seem to me, if we can ban the confederate flag we can ban the burning or stomping on old glory! but that is ok!    #semst [SEP] ",donald trump,2,testB
636,[CLS] @realdonaldtrump keep it up mr trump-when the dems and repubs are attacking-you know your doing it right! #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
637,"[CLS] rnc chairman pleads with trump to tone it down. i say, ramp-it-up #semst [SEP] ",donald trump,1,testB
638,"[CLS] @realdonaldtrump now that you're the leader of the gop, will you show them what leadership is? #makeamericagreatagain #semst [SEP] ",donald trump,1,testB
639,[CLS] @reince & gop you built that  -----> #semst [SEP] ,donald trump,2,testB
640,"[CLS] @realdonaldtrump is just saying what most are thinking, you have to give him credit #trump4potus #semst [SEP] ",donald trump,1,testB
641,"[CLS] @theblaze american ppl are prolife, anti #obamacare, pro #bordersecurity pro traditional marriage. where has that gotten us. #semst [SEP] ",donald trump,0,testB
642,[CLS] apparently #trump values riches so much he can't afford values. #trumpelstiltskin #semst [SEP] ,donald trump,0,testB
643,[CLS] @nbcnews @realdonaldtrump or the white house!! #trumpforpresident #semst [SEP] ,donald trump,1,testB
644,[CLS] @protectedspeech it's pretty obvious who the real racists are.  #semst [SEP] ,donald trump,0,testB
645,"[CLS] we love mexicans,we respect your work ethic,your love of family,your loyalty,your food &your love of god! lets all get jobs,vote #semst [SEP] ",donald trump,0,testB
646,[CLS] i hate it when percent try to out-bitter each other. #uniteblue #semst [SEP] ,donald trump,0,testB
647,[CLS] .@dannyzuker   with one speech @realdonaldtrump managed to financially screw himself.  imagine what he can do for us as potus! #semst [SEP] ,donald trump,0,testB
648,[CLS] mainstream media should not be giving donald trump airtime. focus on real issues. #semst [SEP] ,donald trump,0,testB
649,[CLS] i wonder if trump is at the mexico soccer game in chicago? i hear he has a lot of supporters there #semst [SEP] ,donald trump,0,testB
650,[CLS] @realdonaldtrump just watched you on @foxnews. you are awesome! you have my vote! #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
651,[CLS] trump is a non-establishment candidate.  i like it!  #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
652,"[CLS] @reince @sharonday @realdonaldtrump @tedcruz @jebbush wshgton cartel, incompetent gop leaders support losers like romney, mccain! #semst [SEP] ",donald trump,0,testB
653,[CLS] politicians are destroying america. we need more people like @realdonaldtrump  to run for office #semst [SEP] ,donald trump,1,testB
654,[CLS] oh my if hillary clinton wins the u.s is going to fall apart #semst [SEP] ,donald trump,2,testB
